OSEBuildingID,BuildingType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ComplianceStatus,ENERGYSTARScore,Outlier,SiteEnergyUse(kBtu)
24778,NonResidential,GREATER DUWAMISH,1932,1.0,1,0,24617,Non-Refrigerated Warehouse,22752.0,,,,,Compliant,,,106918.0
24780,NonResidential,GREATER DUWAMISH,2009,1.0,3,84710,42355,Parking,84710.0,Office,42355.0,,,Compliant,,,3245111.5
24781,NonResidential,GREATER DUWAMISH,1964,1.0,1,0,37247,Retail Store,37247.0,,,,,Compliant,69.0,,1748644.5
24803,NonResidential,BALLARD,1993,1.0,1,0,25384,Retail Store,23468.0,,,,,Compliant,11.0,,3027867.5
24822,NonResidential,GREATER DUWAMISH,1910,0.0,3,0,49052,Office,32393.0,Retail Store,10057.0,,,Compliant,96.0,,1441445.625
24823,NonResidential,GREATER DUWAMISH,1900,1.0,2,0,52110,Non-Refrigerated Warehouse,32000.0,,,,,Compliant,34.0,,586589.1875
24825,NonResidential,GREATER DUWAMISH,1910,1.0,2,0,20970,Office,20970.0,Parking,0.0,,,Non-Compliant,100.0,Low outlier,204499.0938
24830,NonResidential,GREATER DUWAMISH,1937,1.0,2,0,39036,Office,27636.0,Other,13611.0,,,Compliant,,,1528295.75
24840,NonResidential,GREATER DUWAMISH,1923,1.0,1,0,26310,Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,Compliant,96.0,,771512.6875
24857,NonResidential,SOUTHEAST,1966,1.0,1,0,37883,Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,Compliant,88.0,,12434593.0
24862,NonResidential,DELRIDGE,1962,1.0,3,0,29874,K-12 School,31375.0,,,,,Compliant,95.0,,1274049.75
24868,NonResidential,MAGNOLIA / QUEEN ANNE,1965,1.0,1,0,20140,Worship Facility,22000.0,Parking,0.0,,,Compliant,35.0,,992794.6875
24876,NonResidential,NORTHWEST,1990,1.0,2,31389,40485,Self-Storage Facility,71874.0,,,,,Compliant,,,1242811.75
24886,NonResidential,CENTRAL,1971,1.0,2,0,39953,Office,30100.0,,,,,Compliant,93.0,,1508561.875
24893,NonResidential,CENTRAL,1998,1.0,2,0,21200,Retail Store,14168.0,Office,7032.0,,,Compliant,15.0,,1676426.5
24895,NonResidential,CENTRAL,1980,1.0,1,0,30630,Supermarket/Grocery Store,28470.0,Other,2442.0,,,Compliant,27.0,,6058494.0
24896,NonResidential,CENTRAL,1980,1.0,2,0,23421,Retail Store,19271.0,Bank Branch,4150.0,,,Compliant,25.0,,1896626.375
24908,SPS-District K-12,BALLARD,1931,1.0,3,0,117116,K-12 School,117116.0,,,,,Compliant,83.0,,5722325.5
24909,NonResidential,BALLARD,1928,1.0,2,0,24120,Worship Facility,24120.0,,,,,Compliant,66.0,,893053.1875
24911,NonResidential,BALLARD,1929,1.0,3,0,35736,Worship Facility,28970.0,Office,6766.0,,,Compliant,88.0,,1148202.25
24943,NonResidential,GREATER DUWAMISH,1941,1.0,1,0,51050,Non-Refrigerated Warehouse,49500.0,,,,,Compliant,10.0,,1206165.75
24948,NonResidential,GREATER DUWAMISH,1954,1.0,2,0,21900,Retail Store,21900.0,,,,,Compliant,40.0,,1302192.875
24955,NonResidential,GREATER DUWAMISH,1952,1.0,1,0,16300,Distribution Center,65164.0,,,,,Compliant,100.0,,150167.7969
24958,NonResidential,GREATER DUWAMISH,1964,1.0,1,0,33462,Non-Refrigerated Warehouse,33462.0,,,,,Compliant,1.0,,1386445.375
24959,NonResidential,GREATER DUWAMISH,1952,1.0,1,0,35310,Other,10471.0,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,Compliant,,,1331469.75
24991,NonResidential,GREATER DUWAMISH,1962,1.0,3,0,36140,Other,34733.0,,,,,Compliant,,,4653535.0
24994,NonResidential,DOWNTOWN,1991,1.0,2,21384,26579,Other - Mall,29640.0,Parking,6000.0,,,Compliant,,,8163413.0
25000,NonResidential,DOWNTOWN,1930,1.0,1,0,23903,Non-Refrigerated Warehouse,18350.0,Worship Facility,4500.0,,,Compliant,65.0,,415364.5938
25001,NonResidential,NORTHEAST,1947,1.0,3,0,22522,Self-Storage Facility,22522.0,,,,,Compliant,,,561473.875
25002,NonResidential,NORTHEAST,1996,1.0,4,0,38959,Self-Storage Facility,38959.0,,,,,Compliant,,,905750.375
25025,NonResidential,GREATER DUWAMISH,1928,1.0,2,0,25955,Non-Refrigerated Warehouse,14150.0,Other - Services,8745.0,Office,3060.0,Compliant,,,1218112.0
25069,Campus,EAST,1923,1.0,4,0,46100,K-12 School,46100.0,Parking,0.0,,,Compliant,75.0,,2177064.75
25115,NonResidential,NORTHWEST,1951,1.0,2,0,21936,Worship Facility,21936.0,,,,,Compliant,96.0,,608755.375
25124,NonResidential,NORTH,1960,1.0,1,0,25406,"Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,,,,,Compliant,,,2442220.0
25148,NonResidential,SOUTHEAST,1967,1.0,2,0,23250,Office,22014.0,,,,,Compliant,55.0,,904236.0
25163,NonResidential,GREATER DUWAMISH,1960,1.0,1,0,30000,Non-Refrigerated Warehouse,30000.0,Parking,0.0,,,Compliant,32.0,,2794837.0
25165,Nonresidential COS,GREATER DUWAMISH,1962,1.0,1,0,45036,Non-Refrigerated Warehouse,21110.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,Compliant,,,1791697.75
25217,SPS-District K-12,SOUTHWEST,1962,1.0,1,0,51410,K-12 School,51410.0,,,,,Error - Correct Default Data,87.0,,1968907.25
25222,NonResidential,DOWNTOWN,2009,1.0,39,112124,962428,Multifamily Housing,311521.0,Hotel,303000.0,Parking,141450.0,Compliant,65.0,,26416770.0
25250,NonResidential,MAGNOLIA / QUEEN ANNE,1959,1.0,2,0,122679,College/University,101035.0,Restaurant,2000.0,,,Compliant,,,16378152.0
25251,Campus,MAGNOLIA / QUEEN ANNE,1945,14.0,2,0,537000,College/University,533826.0,,,,,Compliant,,,90609640.0
25268,NonResidential,NORTH,1980,1.0,4,0,23022,Office,23022.0,,,,,Compliant,78.0,,1027230.875
25275,NonResidential,GREATER DUWAMISH,1967,1.0,1,0,27263,Refrigerated Warehouse,22000.0,Other,2700.0,Office,2500.0,Compliant,,,2470642.0
25276,NonResidential,GREATER DUWAMISH,1962,1.0,1,0,31569,Non-Refrigerated Warehouse,33000.0,,,,,Compliant,12.0,,3064039.5
25277,NonResidential,GREATER DUWAMISH,1956,1.0,1,0,22509,Non-Refrigerated Warehouse,22509.0,,,,,Compliant,57.0,,177812.7969
25278,NonResidential,GREATER DUWAMISH,1956,1.0,1,0,39984,Non-Refrigerated Warehouse,31184.0,Office,8800.0,,,Compliant,75.0,,1073156.375
25317,SPS-District K-12,EAST,1925,1.0,2,0,73769,K-12 School,73769.0,,,,,Error - Correct Default Data,92.0,,2556131.0
25325,NonResidential,EAST,1906,1.0,1,0,26440,Worship Facility,26440.0,,,,,Compliant,91.0,,719905.1875
25361,SPS-District K-12,NORTHEAST,1961,1.0,1,0,43578,K-12 School,45370.0,,,,,Error - Correct Default Data,83.0,,1436773.875
25364,NonResidential,GREATER DUWAMISH,1956,1.0,2,0,28800,Self-Storage Facility,28800.0,,,,,Compliant,,,1143826.625
25371,NonResidential,CENTRAL,2009,4.0,2,0,28500,K-12 School,31100.0,,,,,Compliant,92.0,,1162561.125
25451,NonResidential,LAKE UNION,1978,1.0,2,0,26519,Restaurant,13592.0,Office,12927.0,,,Compliant,,,3717064.0
25452,NonResidential,LAKE UNION,1988,1.0,2,15402,19237,Restaurant,23373.0,Other,19659.0,Parking,15402.0,Compliant,,,15480681.0
25457,NonResidential,MAGNOLIA / QUEEN ANNE,1921,1.0,2,0,26300,Other - Entertainment/Public Assembly,26300.0,,,,,Compliant,,,3537841.5
25461,NonResidential,LAKE UNION,1962,0.0,2,0,34072,Restaurant,34072.0,,,,,Compliant,,,6584966.5
25462,NonResidential,LAKE UNION,1949,1.0,3,0,23355,Office,21915.0,,,,,Compliant,77.0,,840549.375
25464,NonResidential,MAGNOLIA / QUEEN ANNE,1965,1.0,4,0,30840,Office,29255.0,Restaurant,1180.0,,,Compliant,30.0,,3542708.5
25471,NonResidential,NORTHEAST,1946,1.0,1,0,20332,Other,20332.0,,,,,Compliant,,,392683.6875
25513,NonResidential,CENTRAL,1900,1.0,1,0,21850,Worship Facility,21850.0,,,,,Compliant,100.0,,317794.4063
25522,NonResidential,NORTHEAST,1997,1.0,4,6985,25297,Multifamily Housing,12600.0,Parking,6985.0,Other,6576.0,Compliant,,,1391714.25
25528,NonResidential,DOWNTOWN,1983,1.0,13,83064,224493,Office,162422.0,Parking,83064.0,Multifamily Housing,55065.0,Compliant,,,9512829.0
25537,NonResidential,MAGNOLIA / QUEEN ANNE,1918,1.0,2,0,28309,Self-Storage Facility,28309.0,,,,,Compliant,,,430308.9063
25540,NonResidential,DOWNTOWN,1914,1.0,4,0,45500,Hotel,45500.0,,,,,Compliant,77.0,,2799595.0
25541,NonResidential,DOWNTOWN,1900,1.0,5,0,38376,Office,29258.0,Retail Store,2409.0,,,Compliant,,,2058532.875
25543,NonResidential,DOWNTOWN,1900,1.0,4,0,42804,Office,24120.0,Retail Store,6583.0,,,Compliant,,,1544501.75
25546,NonResidential,DOWNTOWN,2005,0.0,5,0,57600,Residence Hall/Dormitory,27600.0,Multifamily Housing,16000.0,Financial Office,7000.0,Compliant,,,6983736.0
25548,NonResidential,DOWNTOWN,1900,1.0,4,0,33300,Office,26639.0,Restaurant,2820.0,Retail Store,2377.0,Compliant,,,1287497.375
25553,NonResidential,DOWNTOWN,1900,1.0,3,0,25450,Hotel,25450.0,,,,,Non-Compliant,99.0,Low outlier,503744.6875
25554,NonResidential,DOWNTOWN,1900,1.0,3,0,22200,Other,22200.0,,,,,Compliant,,,188745.7031
25563,NonResidential,MAGNOLIA / QUEEN ANNE,1968,1.0,2,0,29498,Non-Refrigerated Warehouse,19749.0,Office,9148.0,,,Compliant,,,3768900.5
25567,NonResidential,LAKE UNION,1938,1.0,1,0,23050,Non-Refrigerated Warehouse,23050.0,,,,,Compliant,27.0,,466672.6875
25568,NonResidential,LAKE UNION,2008,1.0,4,0,48350,Office,48350.0,,,,,Compliant,45.0,,3168131.0
25572,NonResidential,NORTHEAST,1930,1.0,1,0,46059,Retail Store,46000.0,,,,,Compliant,82.0,,1582655.875
25635,NonResidential,NORTHEAST,1970,1.0,2,0,23595,Medical Office,23595.0,,,,,Compliant,72.0,,817409.625
25657,NonResidential,DOWNTOWN,1900,1.0,3,0,28142,Office,28142.0,,,,,Compliant,96.0,,847097.8125
25658,NonResidential,DOWNTOWN,1900,1.0,3,0,28760,Office,12314.0,Retail Store,6020.0,Non-Refrigerated Warehouse,6000.0,Compliant,,,2615973.5
25659,NonResidential,DOWNTOWN,1902,1.0,4,0,39030,Office,32001.0,Retail Store,6685.0,,,Compliant,99.0,,713326.875
25661,NonResidential,DOWNTOWN,1909,0.0,3,0,47215,Office,23659.0,Retail Store,22376.0,,,Compliant,58.0,,2092696.0
25663,Nonresidential COS,EAST,1926,1.0,2,27000,34580,Other,36280.0,Parking,23154.0,,,Compliant,,,4199443.0
25664,NonResidential,EAST,1917,1.0,3,0,30720,Office,29720.0,Retail Store,1000.0,,,Compliant,,,1288669.5
25666,NonResidential,EAST,1916,1.0,2,0,20640,Retail Store,9750.0,Office,9212.0,Restaurant,2450.0,Compliant,,,412562.4063
25667,NonResidential,EAST,1912,1.0,2,0,34914,Retail Store,14983.0,Restaurant,10638.0,Office,5837.0,Compliant,,,1333289.625
25670,NonResidential,EAST,1906,1.0,3,0,20897,Office,10228.0,Retail Store,3433.0,Non-Refrigerated Warehouse,3400.0,Compliant,,,964923.8125
25671,NonResidential,EAST,1916,1.0,2,0,36940,Retail Store,36940.0,,,,,Compliant,100.0,,336745.4063
25672,NonResidential,EAST,1913,1.0,3,0,22866,Office,22866.0,,,,,Compliant,,,1153690.125
25673,NonResidential,EAST,1920,1.0,1,0,30240,Retail Store,32205.0,Restaurant,714.0,,,Compliant,78.0,,1264626.875
25674,NonResidential,EAST,1910,1.0,3,0,32100,Multifamily Housing,21400.0,Bar/Nightclub,10700.0,,,Non-Compliant,,Low outlier,108200.3984
25694,NonResidential,NORTHEAST,1962,1.0,2,0,28586,Other,27022.0,,,,,Compliant,,,5078204.0
25709,NonResidential,DOWNTOWN,1908,1.0,3,0,28800,Hotel,21600.0,Restaurant,7200.0,,,Compliant,,,4644346.0
25711,NonResidential,DOWNTOWN,1913,1.0,3,0,28800,Restaurant,28800.0,,,,,Compliant,,,899924.1875
25713,NonResidential,DOWNTOWN,1979,1.0,3,0,35202,Office,24227.0,Bank Branch,9127.0,,,Compliant,2.0,,3605755.5
25737,NonResidential,EAST,1969,1.0,6,26082,69035,Senior Care Community,69035.0,Parking,26082.0,,,Compliant,1.0,,7202141.5
25743,NonResidential,EAST,1910,1.0,2,0,24600,Worship Facility,24600.0,,,,,Compliant,69.0,,331059.5
25745,NonResidential,EAST,1900,1.0,1,0,48850,Worship Facility,28725.0,Office,4325.0,Other,3700.0,Compliant,,,1063480.5
25772,NonResidential,SOUTHWEST,1961,0.0,3,0,54863,Hospital (General Medical & Surgical),109726.0,,,,,Compliant,100.0,,2037720.625
25839,NonResidential,GREATER DUWAMISH,1964,1.0,1,0,25000,Non-Refrigerated Warehouse,13393.0,Food Sales,7500.0,Office,4107.0,Compliant,,,1989103.875
25842,NonResidential,GREATER DUWAMISH,1960,1.0,1,0,25000,Non-Refrigerated Warehouse,24000.0,Office,1000.0,,,Compliant,,,287132.5
25844,NonResidential,GREATER DUWAMISH,1927,1.0,1,0,22622,Manufacturing/Industrial Plant,23000.0,,,,,Compliant,,,774075.6875
25847,NonResidential,EAST,1917,1.0,3,0,27544,Office,22365.0,Parking,3744.0,,,Compliant,94.0,,1031667.5
25886,NonResidential,DOWNTOWN,1989,1.0,7,0,47415,Office,25884.0,Parking,7000.0,Multifamily Housing,5713.0,Compliant,,,1478979.25
25907,NonResidential,MAGNOLIA / QUEEN ANNE,1961,1.0,3,0,22960,Other - Entertainment/Public Assembly,22960.0,,,,,Compliant,,,2266983.0
25914,NonResidential,EAST,1998,1.0,1,0,44739,Supermarket/Grocery Store,44739.0,Parking,0.0,,,Compliant,17.0,,14585813.0
25932,NonResidential,NORTHEAST,1948,1.0,1,0,22778,Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,Compliant,,,2470566.0
25935,NonResidential,BALLARD,1956,1.0,2,0,21562,Worship Facility,21052.0,Pre-school/Daycare,400.0,,,Compliant,20.0,,866806.0
25954,NonResidential,CENTRAL,1959,1.0,1,0,25753,Other - Entertainment/Public Assembly,25753.0,,,,,Compliant,,,1378130.25
25955,NonResidential,EAST,1928,1.0,3,0,71280,Other - Recreation,71280.0,,,,,Compliant,,,22767828.0
25956,SPS-District K-12,EAST,1925,1.0,3,0,38297,K-12 School,38297.0,,,,,Error - Correct Default Data,85.0,,1845150.625
25965,NonResidential,EAST,1963,1.0,16,0,153312,Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,Compliant,51.0,,20628680.0
25992,NonResidential,DOWNTOWN,2009,1.0,19,201857,1004813,Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,Compliant,87.0,,27684480.0
26002,NonResidential,SOUTHEAST,1968,1.0,1,0,24200,Worship Facility,24200.0,Parking,0.0,,,Compliant,73.0,,826488.6875
26017,NonResidential,MAGNOLIA / QUEEN ANNE,1981,1.0,4,2211,21302,Residence Hall/Dormitory,15200.0,Office,2600.0,Social/Meeting Hall,1800.0,Compliant,,,1740568.25
26040,NonResidential,DELRIDGE,1994,1.0,3,0,66610,Self-Storage Facility,66720.0,,,,,Compliant,,,640377.0
26233,NonResidential,GREATER DUWAMISH,1950,1.0,1,0,36000,Other,34000.0,Office,1400.0,,,Compliant,,,3646053.75
26098,NonResidential,NORTHWEST,1938,1.0,2,0,23222,K-12 School,15006.0,,,,,Compliant,62.0,,1219863.125
26115,NonResidential,EAST,1924,1.0,2,0,24476,Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,Compliant,,,2662054.25
26119,NonResidential,EAST,1910,0.0,2,0,24750,Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,Compliant,,,782343.8125
26125,NonResidential,EAST,1904,1.0,3,0,60000,K-12 School,48783.0,,,,,Compliant,52.0,,3625407.5
26126,NonResidential,EAST,1954,1.0,2,0,46560,Other - Entertainment/Public Assembly,46560.0,,,,,Compliant,,,690557.6875
26139,NonResidential,MAGNOLIA / QUEEN ANNE,1980,1.0,3,0,30408,Bank Branch,25000.0,Parking,5408.0,,,Compliant,61.0,,1440554.25
26146,NonResidential,MAGNOLIA / QUEEN ANNE,1920,1.0,3,0,30109,Office,28400.0,Parking,7200.0,,,Compliant,89.0,,1465795.75
26150,SPS-District K-12,SOUTHWEST,1964,1.0,2,0,39929,K-12 School,39929.0,,,,,Error - Correct Default Data,82.0,,1813718.0
26154,NonResidential,MAGNOLIA / QUEEN ANNE,1960,1.0,2,0,25481,Office,25481.0,,,,,Compliant,92.0,,917100.3125
26157,NonResidential,SOUTHEAST,1967,1.0,1,0,141297,Senior Care Community,141297.0,,,,,Compliant,76.0,,19423344.0
26183,NonResidential,LAKE UNION,1912,1.0,2,0,27788,Office,32610.0,Other - Restaurant/Bar,4874.0,,,Compliant,73.0,,2119806.25
26218,NonResidential,NORTHWEST,1990,1.0,4,8584,33120,Hotel,41704.0,,,,,Compliant,73.0,,1943899.25
26235,NonResidential,GREATER DUWAMISH,1941,1.0,2,0,22324,Non-Refrigerated Warehouse,21000.0,,,,,Compliant,53.0,,588856.125
26236,NonResidential,GREATER DUWAMISH,1946,1.0,2,0,31360,Other - Entertainment/Public Assembly,32000.0,,,,,Compliant,,,1725108.25
26237,NonResidential,GREATER DUWAMISH,1947,1.0,1,0,30496,Retail Store,14344.0,Manufacturing/Industrial Plant,10272.0,Office,8012.0,Compliant,,,1992158.25
26254,NonResidential,EAST,1922,1.0,3,0,27600,Office,13175.0,Retail Store,9175.0,,,Compliant,84.0,,1072151.375
26289,NonResidential,Northwest,1961,1.0,2,0,55974,Senior Care Community,56000.0,,,,,Compliant,98.0,,6135173.0
26319,SPS-District K-12,GREATER DUWAMISH,1971,1.0,2,0,52901,K-12 School,52901.0,,,,,Error - Correct Default Data,75.0,,2240342.0
26324,NonResidential,NORTH,1954,1.0,1,0,22583,Senior Care Community,22583.0,,,,,Compliant,95.0,,1981360.0
26331,NonResidential,LAKE UNION,1997,0.0,3,7358,24328,Office,25927.0,Parking,6750.0,Food Service,3743.0,Compliant,35.0,,2305643.5
26348,NonResidential,LAKE UNION,1981,1.0,3,6034,20660,Office,24914.0,Parking,4720.0,,,Compliant,92.0,,720170.6875
26359,NonResidential,NORTHWEST,1972,1.0,1,0,29400,Non-Refrigerated Warehouse,25000.0,,,,,Compliant,69.0,,227509.5
26379,NonResidential,GREATER DUWAMISH,1992,1.0,3,0,22452,Hotel,22452.0,,,,,Compliant,85.0,,1244150.0
26392,NonResidential,NORTHEAST,1912,1.0,2,0,25767,Bank Branch,17434.0,,,,,Compliant,22.0,,1581352.75
26393,NonResidential,NORTHEAST,1953,1.0,4,0,33910,Retail Store,14585.0,Office,14462.0,,,Compliant,75.0,,1822834.25
26396,NonResidential,NORTHEAST,1927,1.0,2,0,78401,Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,Compliant,,,2462408.25
26460,NonResidential,LAKE UNION,1979,1.0,2,0,78716,Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,Compliant,38.0,,4103800.75
26465,NonResidential,LAKE UNION,1910,1.0,2,0,33300,K-12 School,30740.0,,,,,Compliant,92.0,,1594733.625
26473,NonResidential,LAKE UNION,1957,1.0,1,0,28808,Supermarket/Grocery Store,31174.0,,,,,Compliant,29.0,,9232576.0
26528,NonResidential,NORTHEAST,1957,1.0,1,7004,20962,Office,20962.0,Parking,7004.0,,,Compliant,58.0,,1100499.75
26529,NonResidential,NORTHEAST,1950,1.0,1,0,26226,Supermarket/Grocery Store,25828.0,Parking,0.0,,,Compliant,37.0,,7588060.5
26535,NonResidential,NORTHEAST,1976,1.0,2,15755,19193,Bank Branch,19183.0,Parking,19183.0,,,Compliant,17.0,,1159807.125
26587,NonResidential,LAKE UNION,1998,1.0,3,9999,27640,Office,20434.0,Laboratory,7557.0,,,Compliant,,,6197824.5
26593,NonResidential,DOWNTOWN,1900,1.0,4,0,22840,Office,18400.0,Other,4440.0,,,Error - Correct Default Data,64.0,,881386.1875
26594,NonResidential,DOWNTOWN,1900,1.0,1,0,21420,Museum,10420.0,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,Compliant,,,810636.875
26596,NonResidential,DOWNTOWN,1900,1.0,1,0,20880,Office,20880.0,,,,,Compliant,94.0,,683274.0
26600,NonResidential,DOWNTOWN,1966,1.0,3,0,26000,Office,13000.0,Other - Entertainment/Public Assembly,13000.0,,,Compliant,,,1063035.875
26601,NonResidential,DOWNTOWN,1900,1.0,3,0,38675,Office,12100.0,Restaurant,4281.0,,,Compliant,,,1938776.75
26602,Nonresidential COS,DOWNTOWN,1929,1.0,4,0,49951,Office,32039.0,Other,24035.0,,,Compliant,,,5134446.0
26611,NonResidential,SOUTHEAST,2010,1.0,2,0,25880,Medical Office,25880.0,,,,,Compliant,8.0,,1941728.75
26657,NonResidential,NORTHEAST,1927,1.0,3,0,41013,Worship Facility,32098.0,Office,2310.0,,,Compliant,,,1080821.0
26667,NonResidential,NORTHEAST,2004,1.0,2,0,21075,Social/Meeting Hall,18075.0,Office,3000.0,,,Compliant,,,1581036.75
26670,NonResidential,NORTHEAST,1950,1.0,3,0,46485,Worship Facility,63922.0,,,,,Compliant,83.0,,1544995.75
26681,NonResidential,NORTHWEST,1965,1.0,4,0,56896,Office,40768.0,Parking,16128.0,,,Compliant,96.0,,1402048.5
26695,NonResidential,NORTHWEST,1978,1.0,2,0,27500,Worship Facility,27500.0,,,,,Compliant,60.0,,577123.125
26705,NonResidential,DOWNTOWN,1930,1.0,2,0,36630,Office,22000.0,Distribution Center,11000.0,,,Compliant,90.0,,541943.3125
26706,NonResidential,DOWNTOWN,1900,0.0,3,0,26830,Office,16838.0,Other,10000.0,,,Compliant,,,2099386.75
26708,NonResidential,DOWNTOWN,1906,1.0,5,0,41920,Office,41920.0,,,,,Compliant,95.0,,1103594.75
26710,NonResidential,DOWNTOWN,1905,1.0,5,0,36879,Office,44000.0,,,,,Compliant,92.0,,1537570.25
26711,NonResidential,DOWNTOWN,1904,1.0,6,0,29820,Other - Lodging/Residential,29820.0,,,,,Compliant,,,1601955.625
26719,NonResidential,DOWNTOWN,1905,0.0,2,0,33640,Office,27322.0,,,,,Compliant,70.0,,1078535.75
26720,NonResidential,DOWNTOWN,1906,1.0,4,0,43484,Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,Compliant,18.0,,1567040.75
26726,NonResidential,DOWNTOWN,1900,1.0,3,0,22480,Office,10800.0,Other,10800.0,Retail Store,7200.0,Compliant,,,981009.125
26728,NonResidential,DOWNTOWN,1925,1.0,4,0,33018,Hotel,23193.0,Retail Store,6165.0,,,Compliant,49.0,,4857581.5
26731,NonResidential,DOWNTOWN,1970,1.0,2,0,26510,Office,30800.0,,,,,Compliant,91.0,,987063.6875
26759,NonResidential,LAKE UNION,1938,1.0,1,0,40028,Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,Compliant,80.0,,942415.1875
26761,NonResidential,LAKE UNION,2007,1.0,3,18228,26282,Office,26282.0,Parking,18228.0,,,Compliant,23.0,,2188051.25
26773,NonResidential,NORTH,1954,1.0,1,0,21624,Worship Facility,21624.0,,,,,Compliant,90.0,,666687.5
26808,SPS-District K-12,NORTHWEST,1970,1.0,1,0,42239,K-12 School,48799.0,,,,,Error - Correct Default Data,83.0,,2145603.5
26821,SPS-District K-12,Northwest,1925,1.0,3,0,51360,K-12 School,51026.0,,,,,Error - Correct Default Data,89.0,,1403094.75
26833,NonResidential,DOWNTOWN,1993,0.0,3,0,21600,Office,11600.0,Restaurant,10000.0,,,Compliant,,,1539176.625
26834,NonResidential,DOWNTOWN,1909,1.0,3,0,20620,Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,Compliant,,,747456.875
26838,NonResidential,DOWNTOWN,1910,1.0,5,0,40552,Hotel,40552.0,,,,,Compliant,99.0,,1200180.875
26847,NonResidential,DOWNTOWN,1909,1.0,3,0,31432,Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,Compliant,,,1439572.375
26849,NonResidential,DOWNTOWN,1917,1.0,2,0,24550,Retail Store,13500.0,Office,11050.0,,,Compliant,100.0,,977230.3125
26870,SPS-District K-12,LAKE UNION,2000,1.0,2,0,61052,K-12 School,61052.0,,,,,Error - Correct Default Data,80.0,,2366929.5
26883,NonResidential,CENTRAL,1908,1.0,3,0,25864,Social/Meeting Hall,13364.0,Office,8420.0,,,Compliant,,,1028277.313
26905,NonResidential,NORTHEAST,1924,1.0,3,0,20686,Other - Lodging/Residential,20686.0,,,,,Compliant,,,1207504.0
26906,NonResidential,NORTHEAST,1929,1.0,3,0,22124,Residence Hall/Dormitory,22124.0,,,,,Compliant,82.0,,637685.0
26909,NonResidential,NORTHEAST,1926,1.0,3,0,27487,Residence Hall/Dormitory,27487.0,,,,,Compliant,82.0,,1594504.875
26911,NonResidential,NORTHEAST,1926,1.0,4,0,23616,Residence Hall/Dormitory,23616.0,,,,,Compliant,55.0,,1656420.25
26922,NonResidential,NORTHEAST,1976,1.0,3,0,33448,Residence Hall/Dormitory,33448.0,,,,,Compliant,78.0,,998633.5
26924,Nonresidential COS,EAST,2005,0.0,2,7120,22388,Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,Compliant,,,2217620.0
26930,NonResidential,CENTRAL,1987,1.0,2,0,74840,Senior Care Community,74840.0,,,,,Compliant,48.0,,8268496.5
26933,Nonresidential COS,CENTRAL,1913,1.0,3,0,20992,Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,Compliant,,,2473302.0
26939,NonResidential,CENTRAL,1925,1.0,2,0,22344,K-12 School,22344.0,,,,,Compliant,40.0,,1522596.75
26956,NonResidential,EAST,1921,1.0,3,0,31900,College/University,26000.0,,,,,Compliant,,,2466100.0
26961,Nonresidential COS,BALLARD,1950,1.0,2,0,29417,Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,Compliant,,,1631479.125
26973,NonResidential,DOWNTOWN,1909,1.0,3,0,49299,Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,Compliant,,,4729846.5
26986,NonResidential,SOUTHWEST,1997,1.0,1,0,31841,Supermarket/Grocery Store,30899.0,Office,942.0,,,Compliant,,,13140574.0
26994,NonResidential,EAST,1988,1.0,2,0,21036,Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,Compliant,,,2735811.5
26997,NonResidential,NORTHEAST,1999,1.0,2,0,32928,Parking,24288.0,Retail Store,16710.0,Office,16128.0,Compliant,9.0,,5652231.0
27007,NonResidential,NORTHEAST,1954,1.0,2,0,20039,Worship Facility,20039.0,,,,,Non-Compliant,100.0,Low outlier,104722.2969
